gene,LFC_TB_PBMC,LFC_Sepsis,LFC_Dengue
RPL37,-0.088305746381229,0.102331587400202,0.603359787609676
RPL37A,-0.0170499635480352,0.100372122095058,0.727052374403773
RPL38,0.001977789661807,0.0031145325071444,0.286224133654024
RPL39,-0.059979601937671,-0.0634949174820357,0.658174559856069
RPL4,-0.121538661703079,0.223014309640895,0.922909437049328
RPL5,-0.160086672242934,0.0740002070152164,1.08748891503303
RPL6,-0.0998287872044713,0.112370175168878,0.868355250687569
RPL7,-0.0166367929728175,0.153469493635447,0.705762536059501
RPL7A,-0.128034579835449,0.239751651073378,0.834060233088101
RPL8,-0.0890074098242822,0.0827595184693106,0.513507816851029
RPL9,-0.0475536050094502,0.14653726316607,0.971247850261672
RPLP0,-0.14252452151374,0.0288763271397788,0.725004122425441
RPLP1,-0.0841799581918668,0.101862823190818,0.616011317236417
RPLP2,-0.058971188384338,0.12050354662317,0.713620366526556
RPS10,-0.139347130836743,0.222036685006801,-1.87998500583879
RPS11,0.0642644242843965,0.290807904056928,0.183618208196633
RPS12,-0.169243307299064,-0.0559013708293106,0.637453480300953
RPS13,-0.123978801752858,0.0856519432679972,0.950823751041841
RPS14,-0.132445673848671,0.116573180330815,1.06368084315654
RPS15,-0.0433832910890785,-0.182050157501886,0.339317189429097
RPS15A,-0.140396167829944,-0.0740091547344104,0.838009359937573
RPS16,-0.0775957850833717,0.118894069993763,0.800499008468954
RPS17,0.025795822842268,-0.0128190689264473,0.199180775260731
RPS18,-0.132557345367781,0.0963961877211956,0.792977957893085
RPS2,-0.0327413584865062,0.118108894147728,0.338983202500654
RPS20,-0.0133025017082082,-0.0199177172958888,0.414310307266877
RPS21,-0.131766923133713,0.135606028953433,0.647802515797567
RPS23,-0.088752462523167,0.134840506088078,0.835714346472675
RPS24,-0.00724057485865825,0.34874841372411,0.569388913077722
RPS25,-0.141580296919224,-0.192067697626977,0.514599807178086
RPS26,-0.044773342689658,-1.35219679056454,1.72248283014303
RPS27,-0.138915893907135,-0.133134688637659,0.544048367447017
RPS27A,-0.147504226659389,0.082360759739843,1.06718298163561
RPS28,-0.0678723954742422,0.0761693813856742,0.86151642273686
RPS29,-0.106370259214372,-0.0567856311970762,-0.331080477802645
RPS3,-0.197688645810103,0.0811983825858263,0.940315792172508
RPS3A,-0.110211298455987,0.175063013954414,1.63203951199011
RPS5,-0.25410165290623,0.148866783665382,0.970920856600029
RPS6,-0.139790922417272,-0.146119799002348,1.09705236617468
RPS7,-0.0984106663825652,0.105710040645338,0.8529435989304
RPS8,-0.122491688596388,-0.39030822343308,1.01025021550272
RPS9,-0.0777693555745483,0.138502467744733,0.634632004268676
RPSA,-0.246137265055345,0.1445882625254,0.567317572597384
RRP7A,-0.020519849603508,0.031367739468235,-0.517730240787928
S100A10,-0.147855964528008,-0.0110454085636066,1.09211635975226
S100A11,-0.252851173853165,-0.62685620296208,0.441263975636813
S100A4,-0.522700951562766,-0.268222594597673,0.39402201097109
S100A9,-2.54274299708281,-0.487022259407025,0.772581108619614
SAMD9L,-0.0867757310057818,-3.64779372068537,-3.11047350289496
SAMHD1,-0.44924608764457,-0.317416296563632,-0.979553153374725
SARAF,-0.262244308529663,0.0544610969817206,0.66077778006167
SAT1,-0.309191054546262,0.736640239148033,0.161227623364836
SCARB2,-0.085360938990072,-2.21921347592904,-1.52523157349899
SCIMP,-0.457477643478272,-1.19589682533303,-1.37183344313509
SDCBP,-0.105586466901958,-0.402629874948312,1.09773784165615
SEC62,-0.0629235313392887,-0.196031612188544,0.286196582493529
SELL,-0.204894273458118,-1.23943529445992,-1.36554938826476
SERPINB1,-0.25329809839723,-0.0295391937338676,-0.0632142185103276
SERPINB9,-0.106721216074273,0.067279830066746,1.46662435047234
SH3BGRL3,-0.157636585398745,-0.471881607970912,0.751235924360633
SH3BP1,-0.290283533005959,-1.21615407187912,-1.0795858792763
SHISA5,-0.150372947056334,-1.4215794797341,-1.97764379220672
SIGLEC1,4.97567826203386,-7.51026190685666,-4.96850055127885
SKIL,0.0846369477359218,0.174029763981984,3.12363316897792
SLC25A3,0.0310113197319205,0.2707655249531,0.714859675740664
SLC25A6,-0.084094375029072,0.367608148228308,0.966428932148029
SLC2A3,-0.17728036563117,0.115667792222892,0.467977372306485
SLC7A5,1.2651959311007,1.53362940839105,2.83033603699385
SNF8,-0.0917500849909153,0.193049538582366,-1.18527932756963
SNHG25,-0.48843549916169,-0.338509050237196,-5.99619906369832
SNHG7,-0.0210734528892208,0.0752021689719198,-1.04910127293146
SNHG8,-0.153518415357789,0.107440558768245,-0.577939637857755
SNRPF,0.0099456359240028,-0.106903085830059,0.265670567531958
SNRPN,-0.280474164852441,-0.48022464983913,-0.730302572303709
SNX3,0.0370968541963444,-0.276052183903568,-0.245226736816492
SNX9,0.74312845072769,0.232125141920547,1.67122271325152
SOCS3,-0.54015887822497,0.10139848866106,0.614729059054929
SON,-0.136872537300655,0.117114403898026,-0.36618589029127
SORL1,-0.352402139019107,0.217307219564397,1.22456044553465
SP100,-0.0343989892174663,-0.208260881719415,-1.47590932897415
SP110,0.005353706445122,-1.07878580714092,-2.91856600904202
SPIB,3.21972291390234,-0.489971850890035,-0.887928644070932
SPN,-0.675999910091163,-0.740618298575356,-0.552276644371037
SPOCK2,-0.988773798002226,-0.473106947980455,-0.316386832954481
SRGN,-0.226020060659782,0.28930842160499,1.31749017211648
SRSF2,-0.065624379856364,0.061120372719544,0.287898982766596
SRSF5,-0.0695269909539862,-0.0726813100243937,-0.302315856802918
SRSF9,0.0380034044706926,-0.383677269458104,-0.533589989017294
SSR2,-0.0875126316672374,0.190992978505188,0.335887636658335
STAT1,-0.2149008965194,-2.81050706109354,-3.12098827826326
STAT2,-0.19331402689014,-2.60459260921766,-2.52539369104694
STX7,-0.162859065932685,-0.522813774459364,-0.801172274468831
STXBP2,-0.456665989319141,-0.431022419024908,-1.69338742457221
SUB1,0.064104002364913,-0.191400215940511,-0.40517597228546
SYAP1,0.0556823961697012,0.137743950897949,1.08980728439374
SYNGR2,0.0214446423266324,0.39359045301312,0.0992726269449996
SYTL3,-0.625531799914285,0.299014740447807,1.40911020401286
TAF1D,-0.140169580892661,-0.300989322757271,-0.0996902560678902
TAGLN2,0.039450677857202,-0.245156496224127,0.692172763513762
TALDO1,-0.216086860126087,-0.180960822062607,-0.644429106351345
TANK,0.119526750183895,-0.206360205204054,-0.262639331870904
TAP1,-0.121710355142323,-1.69513214142496,-1.57423616874068
TBC1D10C,-0.344008907788405,-0.455426181195883,-0.320512778391086
TC2N,-0.954711990884021,-1.34135096436182,0.349776224660632
TCF4,2.38638524992979,-1.80101268263208,-1.54147942507702
TCL1A,5.18004974157385,1.58778473447433,-3.68065720771081
TCN2,2.61468133508387,0.104731034487373,-2.62207289666897
TGFB1,-0.274692581083701,0.508882175094394,0.671502532282914
TIMP1,-0.409655928127235,0.914062251822714,0.757883317877965
TKT,-0.383078501961059,-0.363157787221087,0.602612669954877
TMA7,0.0619293637206447,-0.279948737899545,0.240979075863481
TMEM123,-0.27725272761804,-0.590857554146066,-0.664519943074299
TMEM176B,-0.902861771962758,1.20541965929717,-2.63890204940057
TMEM179B,0.018244759528914,-0.961027780114209,-0.83236199021829
TMSB10,-0.0421863412873843,-0.122695317427465,-0.638429304992004
TMSB4X,-0.0585726206617022,-0.0938485077740347,-0.172741716642288
TNFAIP3,-0.366508323693123,0.368167638179909,1.35569897342904
TNFAIP8,-0.165250255966271,-1.24811265422461,-0.597974610804147
TNFRSF1B,-0.526000404733454,0.106479500200336,0.798286786151267
TNFSF10,-0.380700506295014,-2.0408710870317,-2.61815105310765
TOMM20,-0.0732410426910998,0.106862960205145,0.75521426433792
TOMM7,-0.092054442712916,0.0536960742928866,0.774622432007879
TPM4,-0.16612071400209,0.133997412966859,0.389676387890636
TPST2,-0.401945226672427,-0.727051201342482,0.0832860827622355
TPT1,-0.0733048148920214,0.570657771420978,0.984862449116493
TRA2B,-0.0336034387197015,0.076735159253143,-1.28258890006308
TRABD,-0.166016620608415,-0.00208477244665852,0.0407495709129804
TRAC,-0.762856484399892,-0.907802340336609,-2.36128396003949
TRADD,-0.272714194126493,-1.24710842161874,-1.10753467586059
TRBC2,-0.604379192639626,-0.675349985455606,-1.14152354577347
TREM1,3.6882834273657,-0.126044970537532,2.36174849439854
TRGC1,4.05166862340688,-1.7079796529264,-0.995203805407971
TRIM22,-0.00551024358898501,-1.48463563680255,-2.30426289022888
TRMT112,0.0340705539056675,-0.926375097169199,-0.372488125246008
TSC22D3,-0.243519555028498,0.0880426937838038,-0.0883650764719304
TSPO,-0.36605061834103,0.24009551805383,0.802632270115305
TSPYL1,-0.233450137386497,-1.01604211105538,1.54877406680299
TUBA1B,0.0583799921596104,0.274518795783552,-1.48043658587497
TUBA1C,-0.0735635787322436,0.233699895008956,-0.831517908142087
TUBB,0.00312639784263778,-0.484910607522577,-0.833639685701508
TXNIP,-0.176037749378768,-0.31926256318061,-0.904581848393701
TYMP,-0.864303847329412,-1.23110220029071,-2.02626643280437
TYROBP,-0.750092493787808,0.313743043529135,1.12905996701435
UBA52,0.0611531634618757,0.231750271944805,0.872712246146683
UBALD2,-0.214877478866925,0.00493470449198221,-1.73484307343928
UBB,-0.0250170614449132,0.148365762234797,-0.125856250434842
UBC,-0.0657757841880357,0.395134121671643,-0.388487033073129
UBE2D1,-0.180908873967364,-0.697351215708008,1.19305470755884
UBE2J1,0.046682040559181,-0.216670447800775,-0.678222576656772
UBE2L6,-0.0967332992883045,-1.80926911252804,-2.67444869578863
UBL5,0.032139333937378,-0.641526853210721,-0.303751522614468
UCP2,0.0801945570502073,-0.0965819823500846,0.573315190519718
UNC93B1,1.69032621113819,-1.20720345531979,-2.33014437681639
UQCC2,-0.053700427210935,-1.44613787163745,-1.0987187299933
UQCR10,-0.0592845238359007,-0.63089042452906,-0.586964481532767
UQCRB,-0.0577886360091517,0.604851529623912,0.368656271504548
USP16,-0.0580774847303727,0.196628210068075,0.0420279223173658
UXT,-0.0837098443896683,0.011008634018562,0.726121062611104
VAMP2,-0.105311585461779,-0.313401235997605,-0.923513144885297
VAMP5,-0.246687643039956,-1.05399925802985,-0.555156551719092
VASP,-0.0875940575472128,-0.135267187887205,0.266810866377619
VEGFA,1.19338754379159,2.31741893043918,4.04366202745165
VIM,-0.219138907846249,0.409426724343879,1.49758966233778
VNN2,1.63783848300449,-1.32072598597239,-1.29431010920135
VPS37B,-0.122025049230503,0.879449469938033,0.865509311997234
WARS,-0.844349271020402,-0.0300023795373351,-0.946834683230607
WDR83OS,0.0484687282340465,-0.101352750286213,-0.491221094192452
XAF1,-0.0705919551389424,-3.5120075361239,-3.78216073202702
XBP1,-0.153780842147695,-0.419296548578981,-0.113290533080156
XIST,-0.065629140358484,-2.35624643162441,4.85059137819958
YBX1,0.0616116650358004,0.327318859558448,0.153619413484706
YPEL5,-0.0735544306203883,0.577136618904769,1.38158585723413
YWHAZ,-0.0808756672686448,-0.239606992821981,0.323941578529388
ZEB2,-0.395804676617095,-0.52076950666884,0.182598863528466
ZFAND6,-0.000497355097214397,-0.353024742624628,0.261587064978733
ZFP36L1,-0.0519076680103728,-0.429323937013609,1.07654833085637
ZFP36L2,-0.282599125069163,-0.766911061069382,0.459314048618138
ZNF331,-0.119600448070341,0.565513011620048,2.55936005632427
ZSWIM6,2.25336373829677,0.665886930062077,1.08147160706091
ARL6IP4,0,0.0806434006378453,-0.345788380502695
MAP1S,0,0.60167846182461,1.0055928863545
OLR1,0,2.12420736094894,7.48295017286657
