gene,LFC_TB_PBMC,LFC_Sepsis,LFC_Dengue
CD83,-0.38633947828707,2.34469164747868,1.65168473553982
CD99,-0.335926823934741,-0.0970138102351092,0.131582800655621
CDC42,-0.009882469207662,-0.281835204515882,0.396281413231237
CDC42EP3,-0.372601518882069,-0.981068410998654,0.417215066117519
CDC42SE2,-0.206668576592032,-0.659592982976467,-0.342761960765365
CDKN1A,-0.336315705856566,1.90612187024739,2.57932736075065
CHURC1,-0.128883783176048,-0.559068527122999,-1.3022822935932
CISD3,-0.0711268212402498,-0.818227260565463,-1.5215177328159
CLEC2D,-0.492929227750448,-1.11514059946104,-1.35499903100164
CLECL1,1.62131543264997,-0.972772507350824,-1.9254870994213
CLU,-0.225945035473625,-0.147738857124477,-0.16103297556899
CMC1,-0.405095179684335,-0.12566655658795,-0.585548254878764
CMTM6,-0.0982844580535865,-0.27037424320246,0.854988337198325
CNIH1,-0.0607791890470788,-0.111102268742687,0.867276267759242
CNN2,-0.15050692217252,0.175875015309857,-0.355793140281824
COMMD6,0.0368972292898887,-0.018404644769816,0.488959173002085
CORO1A,-0.115599340753414,0.00227968665335016,-0.66916050258324
CORO1B,-0.234599385198649,-0.34611237127253,-2.58846253812604
COTL1,-0.20669381027024,0.576720987315222,-0.461588393916796
COX4I1,-0.062533010660089,0.0803708699990883,0.807821115822943
COX5B,-0.0455586376220055,-0.406354895361739,-0.834854029928037
CRIP1,-0.183308397901586,-0.60235943489746,0.145597409414608
CSK,0.0120247126344448,-0.542754907208975,-1.12828699486315
CSNK1D,-0.00132015571478059,0.278513614918796,-0.0863166954350652
CSRNP1,-0.0795985673880054,0.753296696800566,1.12986869396164
CST7,-1.54098779318768,0.930190687964293,-0.412316605914035
CSTA,-1.50375628699484,1.99562174532399,1.17512683385228
CSTB,-0.0880943718597686,-0.0175491455400992,0.75295377434099
CTSC,-0.025183096175398,-0.505758269307129,-0.703291004433106
CTSD,-0.0593429921323508,-0.202281015025249,-0.675522350474949
CTSW,-1.43893914884391,-0.7891637656056,-0.906873913960908
CX3CR1,0.434462058850225,-3.0239034541359,-1.28592591249568
CXCR4,-0.082041048344281,0.544513365614378,0.755107696932735
CYB561A3,0.182319634519825,-0.535924544580031,0.155879518773183
CYBA,0.00351850537770417,0.141681196648001,-0.664854345175025
CYSTM1,-0.570856762361675,1.04606674772717,2.37063180424719
CYTIP,-0.1778106003385,0.43332127099191,0.501544795356672
DBNL,0.0766684609352164,-0.420693412901196,-0.385043893371006
DDIT4,-0.0383319437954714,-0.206440792082944,1.1941719163646
DDX18,-0.0540270645620235,-0.81862590694864,-0.192789890659821
DDX21,-0.0449737130253692,0.248912244871045,-0.171126998110755
DDX5,-0.111822644418407,0.289745735643528,-0.355128259825598
DENND3,2.13498123717646,1.47563251573657,0.335580946699332
DHRS7,-0.0931477347095044,0.130398748516621,0.15160355708742
DNAJB6,-0.085884493527446,0.051810200574144,0.520120984788835
DRAP1,0.00877426346384798,-0.324509297369582,-1.63396254694106
DSE,1.5168374598637,0.665775405273396,0.557792762756987
DTX3L,-0.273366711192462,-2.04058482583899,-2.26625234856345
DUSP1,-0.148587008870331,0.474038557847255,0.18695894239682
DUSP2,-0.399736525690147,0.710951730877748,1.88693256109733
ECH1,-0.0364746071691774,-0.475931893851941,-2.24011093184042
EEF1A1,-0.166952231151035,0.227587529410241,1.09659198938389
EEF1B2,-0.198773851475603,0.391183425057804,1.14686302631946
EEF1D,-0.0744510969379418,0.178529315897561,0.719953126096722
EEF1G,-0.240398415876874,-0.120159432208008,-2.34114813321742
EEF2,-0.136997634926281,-0.0201252983869586,0.947752606128304
EGLN2,-0.080921781354386,-0.503970270668835,-1.61638070890215
EHD1,-0.257191302648489,-0.36227228635009,0.778172708699242
EIF1,-0.0524780524464728,0.506539075677045,0.581878542360486
EIF2AK2,-0.020307214380352,-1.97324236683855,-3.20983261649876
EIF3E,-0.0951341070840772,-0.225854461777475,0.781178877068478
EIF3F,-0.089077832303111,0.269830318125538,1.2114161526646
EIF3H,-0.0859059560843114,0.296351970346883,0.605805679850452
EIF3K,-0.00231627699211499,0.280796157301217,0.454332383041862
EIF3L,-0.0195347206776332,0.380335290716239,1.62948877714471
EIF4A1,-0.0589271649213365,0.266032102723892,-1.70646675229477
EIF4B,-0.127106851349455,0.239191113966207,0.87962194080124
EIF4E,0.0145220421941427,-0.624512120503132,0.0396643175916312
EIF4G2,-0.00296915515694633,-0.467311445428037,-0.0722126356621947
EIF5A,0.0058837159004506,-0.537040249177514,-0.450465198022626
ENO1,-0.0254819975900668,-0.0331264139456882,-0.210672438305371
EPSTI1,0.00763510385498927,-3.17091404418435,-4.03029811116956
ERP44,0.018155636277985,0.280078696121803,-0.95008235311939
ETF1,0.00390141155681261,0.399388192859912,1.99733741296963
EVI2B,-0.110036266214326,-0.547697275009106,-0.882647020809024
FAM177A1,-0.0366778190264883,0.0693754850456935,1.5342906888418
FAM49A,1.48565651272072,0.166035519751387,1.4149516670258
FAU,-0.031672190549152,0.0915850379036695,0.337275671914847
FBL,-0.139410182357368,0.285912423265608,0.740321580958787
FCGR3A,-0.695754787520611,0.130782704643036,1.25142547466594
FCMR,-0.717799050711923,-1.16254226299599,-1.64517104661751
FCRLA,5.45758462230201,-1.14919335919639,-0.912612974423329
FERMT3,-0.135737431361553,-0.054627274858464,-0.497548032972917
FGFBP2,-2.47229620341923,0.779708137746546,1.34386396879595
FGR,-0.627680523309564,-0.13567278674053,-0.350082540441336
FOS,-0.163813461876549,0.129446179346668,1.08973810725711
FOSB,-0.307428494775589,1.09926007664105,2.24840470355254
FTH1,-0.175100107426348,0.804155242363651,1.52103579217699
FTL,-0.228316059258301,-0.112496191211192,0.434824146115412
FUS,-0.174893072074098,0.358454489034424,-0.880469121349624
GABARAPL1,-0.0928001167145325,1.64360972892107,1.93604459508086
GADD45B,-0.0110061448244305,0.404772203146665,-0.685719866910647
GAPDH,-0.0204336646438425,0.47410866532684,0.0748650538776903
GAPT,2.17426448591924,-2.27218698641793,-0.72468615957521
GBP1,-0.426390793723135,-2.6859580781541,-3.29475670168264
GBP2,-0.670422768242969,-0.443028412900208,-0.948817238484854
GGNBP2,-0.0580115320518332,0.0248921678436958,0.314166677174839
GIMAP1,-0.803240984212471,-0.607256104467746,-2.57375397044163
GIMAP2,-0.379885892834029,-0.502496021210993,-1.38616979134372
GIMAP4,-0.576994276067985,-1.21308948006733,-1.25206920697383
GIMAP6,1.0014152416155,-1.76086347614044,-1.60945747199204
GIMAP7,-0.733476098116594,-1.83753697965043,-0.611018699215105
GLIPR1,-0.0132171761635518,0.0606142715232028,1.67777166130745
GNA13,-0.0439212043943,0.193675898291936,0.153989663871112
GPR183,-0.0539246057720218,-0.0418970571496088,1.45036017982221
GRASP,1.64145759779107,1.58849924998571,2.56960654563735
GRN,-0.48705208446566,-0.659523977249478,0.067183868513002
GSTK1,-0.235643460410553,-0.237060543116954,-0.823248523665891
GSTP1,-0.0404043966627275,0.274719512738554,-0.038152677715775
GZMA,-1.75469011493447,-0.518799059169629,-0.656106143579025
GZMK,-0.933778628087292,-0.582797708082031,1.40035463084315
H1FX,-0.0274435377170027,-0.512407678553496,-1.46556824118601
H3F3A,0.00252517247323241,0.0665508498707414,0.536232569126885
H3F3B,-0.0165413646471335,-0.0202247662180443,-0.223809591827147
HADHA,0.00935484842503525,-0.0139262641457438,0.543802801309594
HCST,-0.640447393899752,-0.178631360975752,-0.0585179006418836
HERPUD1,0.109768941916553,-0.0762038926306434,0.435964026959919
HIGD2A,-0.0636679395908187,0.301726501709921,0.405351113151906
HIST1H2AC,-0.283652723557868,-0.902532806772739,-1.22349874395244
HLA-A,-0.221910365329143,-0.32199426597595,-0.700623334817623
HLA-B,-0.16481461760988,-0.172875688967238,-0.422119241455407
HLA-C,-0.215146167110857,0.16530091126266,-0.399500178671897
HLA-DMA,-0.192094548630555,0.459578441395041,-0.0031108397710908
HLA-DPA1,0.0703653632800189,0.763412555884171,0.0792281816781042
HLA-DRA,-0.267393093560463,0.382628138920481,0.72352631300666
HLA-DRB5,0.0713869767229764,6.35822081383734,0.284999725717153
HLA-F,-0.265421677576499,-0.219885081140447,-0.618190967325297
HMGA1,-0.0138135144757874,-0.442926438757782,0.456352082248603
HMGN1,0.00162632872778982,0.39895340990118,-0.493988403975916
HMGN2,-0.0307415933624633,-0.045362362400038,-1.3036061862361
HNRNPDL,-0.101793517676689,0.240948902436985,-0.771965191111243
HNRNPM,-0.0789185104528208,0.0934550671633247,-0.180751103323698
HNRNPUL1,-0.0953016168656536,0.154935290063108,0.717495791944236
HSH2D,-0.0297774285492603,-1.10289860628283,-2.1766364985399
HSPA8,-0.125430464163624,-0.70792352419946,0.701091689105549
HSPE1,-0.111130951645235,-0.718162163691023,0.665097445639649
ICAM1,-0.215395846112697,-0.703252387793769,2.27883833660121
ICAM2,-0.262758589018172,-1.00830287661758,-1.33149332392672
ICAM3,-0.210380970968512,0.201443015521525,0.58888133987444
IDH2,-0.0671942727985447,0.176914886848175,-1.27050264946434
IDS,-0.0381596271646543,-0.125093641862563,1.56217139924474
IER2,-0.0782993105716325,0.153519741651944,-0.329803472305735
IER3,-0.450648047148832,0.985231181921251,4.01786837423344
IFI16,0.028384772424799,-1.10933712140412,-1.86588528489755
IFI35,0.0685729371539868,-2.05208088259798,-3.18659607770252
IFI44,-0.344382348302146,-2.9494461895237,-4.69595615790122
IFI44L,-0.0350589497866175,-6.03659042147828,-5.8205308033636
IFI6,-0.198535781675944,-3.08024060599099,-4.11678345901759
IFIT3,2.27828877600953,-4.09210403830788,-4.61059907056676
IFITM1,-0.768544488315648,-1.49947487387454,-3.06529076278358
IFITM2,-0.223204976192602,-0.309285181886625,-1.25184226103155
IFITM3,-0.480905730929915,-2.09238380750956,-2.62827699697273
IFNGR2,-0.59545372655665,-0.403121024486348,1.17439570434523
IGHD,5.49721478681783,1.13670797517951,-1.4499118011401
IGHM,-0.400886061099957,-1.49147490223934,-3.12209953002869
IGKC,-0.526211817704741,-2.73537581002291,-2.59354370651347
IKZF3,-0.610318117454552,-0.787576255934134,-1.14121051238842
IL10RA,-0.285530680433885,-0.569921335394929,0.227512295363586
IL10RB,-0.145159260365034,1.00485800293861,-0.896109073525034
IL2RG,-0.520892092540564,-0.587614410784783,-0.885725908630554
IL32,-0.730638691525462,-0.826123017846751,-0.769636099949414
IL4R,-0.323372835556908,0.354519628713814,0.336798783157281
IRF7,0.21852798742379,-1.91803742202959,-2.54572670728425
ISG15,-0.232282502343245,-3.11509694769014,-4.19976311357339
ISG20,-0.218556541552302,-0.835251216713557,-1.64013228279671
ITGAL,-0.402709279644426,-0.475488822471195,-1.01173127274943
ITGB1,-0.218662792680996,-0.655038745034741,0.705918204505809
ITGB2,-0.344257744739387,0.612626739949219,-0.240874459577522
ITGB7,-0.431815731122618,-0.0759678978679708,-1.36819389167222
ITM2C,1.51856570960021,-1.63368825783913,-0.705582603590317
JAK3,-0.375519663046079,-1.30146884589849,-1.3966354954025
JCHAIN,2.24890224501375,0.028631617085475,-3.18154294815443
JUN,-0.150990658608157,-0.0159780299952447,1.21060209526798
JUNB,-0.282943943889855,0.243322558558314,0.580187743096008
KDM6B,-0.082814627515841,1.39240060748491,2.9467216580742
KLF10,-0.203774170709363,0.282958894968269,0.295117478661699
KLF2,-0.265526672329554,-0.619430174109852,-1.06852135219766
KLF3,-0.327946814472241,-0.250494271503102,0.823538836771499
KLF6,-0.0537948393612174,-0.230617373474599,0.147657908339491
KLRB1,-1.17350719125324,-0.39817404048722,1.74985812043023
KLRD1,-1.56942607455118,-0.806466599297745,0.0436352045694035
KLRG1,-1.02436442180774,-0.852049022943263,0.207079606416935
LACTB,2.56420825719218,0.271938941221927,0.435850176415666
LAP3,-0.133965433371854,-1.28142306754266,-1.65110329241128
LAT,-0.887334282107451,-1.08929367069551,-0.61471853124969
LBH,-0.632497398367059,-0.904519735481054,-0.521155802140232
LCK,-1.05128823224399,-1.34616906219254,-1.39376696067635
LCP2,-0.521116947683043,-0.646245437151677,-0.825040986786934
LDHA,0.051742234692458,0.715932326650709,0.846038208713992
LGALS1,-0.167603941156464,0.103384377949097,0.51406151617229
LGALS3,-0.771982194051217,1.28798154672664,1.8268544236291
LILRB1,-0.673906013163168,-0.995032312824289,-0.700709220318595
LINC-PINT,-0.236208373599799,0.178106833131973,0.777682197179403
LITAF,-0.178576601630623,0.187654309579794,1.54748690848935
LMO2,3.75140730625854,-1.50156079141779,-1.81528831201402
LPXN,-0.173997780394858,-0.900494753026285,0.379575007832431
LRMP,0.499449984956207,-1.39142254888361,-1.0263280363439
LRRFIP1,-0.0386660713468192,0.262858012600363,0.930552608594523
LSP1,0.040002714714528,0.181905946278519,-0.440012881028945
LTA4H,-0.185952909041991,-0.0729433432710149,0.433962404365791
LTB,-0.659349049327671,-0.84932410055207,-0.992374854807305
LY6E,-0.0852513397301258,-1.59857858638148,-2.70831597497966
LYZ,-1.89773790448229,-0.0152175656626407,0.468363256673757
MALAT1,-0.0712573990905058,0.272413063851961,-0.768886890745417
MANBA,-0.121541067775154,0.387872786706454,0.412069008793752
MAP3K1,-0.225478470980833,-1.73784380907302,-1.55625919427031
MAP3K8,0.0610913067720736,1.08272019783621,0.908502093789199
MARCKS,-0.64684270428575,-1.12491483889382,0.61439110371144
MARCKSL1,-0.0723127764558862,0.518770075080746,0.6401149269975
MCL1,-0.119598254106454,-0.107790459748084,1.02098589131704
ME2,-0.143955020412789,0.125531865532082,-1.20785910919541
MIDN,-0.161652839608772,0.637412022017606,0.303936031441982
MIF,-0.127964619449684,-0.150089426920827,0.0239291543152462
MNDA,-1.65917340869899,-1.33609510942225,-1.46700396760179
MORF4L1,-0.072619914584547,-0.406164169784401,0.190593083746854
MRPL54,-0.063951483029002,0.232090943578414,-0.618194368925714
MS4A1,-0.84331914053695,-0.579465703433147,-0.930777020772028
MT1X,-0.785507683001761,-0.184298903753639,-0.48930381648694
MT2A,-0.248586410721056,0.907317483204255,-2.34509870212069
MX1,0.0570697381499703,-3.25693690531935,-3.74002453660177
MX2,-0.238555436466795,-2.88258382185172,-3.31190806588469
MYADM,-0.137361312423249,0.390402708519461,2.33260621154807
MYL12A,-0.145024633473658,-0.400009348762909,-0.917119716063334
MYO1F,-0.631259987202835,-0.163367566207034,-0.664403223448888
NACA,-0.0515913932210222,0.293886797251649,0.714817153500419
NAGK,-0.312351794700831,-1.07361945554218,-0.501740379692365
NAMPT,-0.806979819187643,0.661089215592849,0.538501823622869
NAP1L1,0.0247318578985278,0.394789242410495,0.272183903231016
NBEAL1,-0.140846157742327,0.606627638848677,-0.852875903400155
NCF1,-0.600149258363136,-0.591193877491884,-0.198888142474106
NDUFA11,-0.176210750105282,-0.386784867400105,-1.60053981581986
NDUFA12,-0.0622978494131535,-0.153102654204729,-0.694898329838147
NDUFA13,-0.0669659177088506,-0.550654341398372,-2.01034422885127
NDUFA3,-0.06408317947296,-0.212145052500378,-0.791240017744333
NDUFB3,-0.0587325703700664,-0.53868816757295,-0.908480919870973
NDUFB8,-0.202462821746904,-0.249980009719913,-2.76122255595316
NDUFC2,0.0266150676008205,-0.103099823475007,-2.24873344237014
NDUFV2,0.0607905462155322,-0.422264987909398,-0.172192485468689
NEAT1,-0.458794531285463,0.237954956434054,0.857100707225387
NFE2L2,0.0179897931214348,0.329211204497681,0.824020588098381
NFKBIA,-0.110345809441702,0.675609981035265,0.84378298889506
NKG7,-2.16220822093316,-0.186635694430691,-0.668968593147583
NOP10,0.00797132097053749,-0.756868076918376,-0.153789619841872
NOSIP,-0.425870878153103,-0.632260337008504,-0.960877402745725
NPM1,-0.191513040767347,0.126423852642493,0.249576171170509
NR4A2,-0.15500781732772,1.13384799923626,2.46838441024152
NRGN,-0.306508385067514,0.815348740166956,0.772097276335515
NT5C3A,-0.100341066727572,-0.945785319843712,-1.56344897581106
OAS1,-0.138498175415342,-4.02452042417992,-3.48976219117278
OAS2,-0.210759124236876,-3.87869167189763,-3.05240760196757
PABPC1,-0.169457205337491,-0.026057625394475,0.962619667879111
PARP14,-0.27769003253812,-0.526686594075539,-1.54692840921789
PARP9,-0.191430151282584,-2.16625578463155,-3.29462880764467
PARVG,0.0334905333248503,-0.189212962714714,-0.864921023706143
PDE4B,-0.179338269002774,0.823050441144403,1.86727877144799
PDE4D,1.04231685544886,-0.0190919025512007,0.84090711542415
PEA15,0.224426976232693,0.21446698306574,0.991657042521274
PER1,-0.240511639814675,0.700222771009888,0.66845111463319
PFDN1,-0.0479749260132367,0.08195313513638,-1.01764181139705
PFN1,-0.15247674901368,-0.287090474253918,-0.250491597571238
PHACTR1,-0.465531083539529,0.589634139220229,1.41125496721625
PIK3IP1,-0.562227164369322,0.0273342609719696,0.141689621679505
PIM1,-0.34237391001005,-0.801108447271372,-0.177960012476109
PIM2,-0.36425252612867,-0.576670989665871,-1.20267956613747
PIM3,-0.0023601351003656,-0.0914741759132793,1.5843097100904
PLAC8,0.144790919879067,-0.560293623895232,-1.75278864079683
PLEK,-0.210080675932529,-0.879471025392772,-0.206379304437038
PLK3,-0.344566250584344,0.589098284611254,1.94772206351027
PLP2,-0.0247280296195394,-0.000678762780520395,0.148052262546417
PLSCR1,-0.129339247483995,-0.675238418436975,-3.12939961648339
PNISR,-0.069393892056001,0.0776703449542967,-0.531248009025196
PNKD,-0.103056643589364,-0.919743960556927,-0.798888761853625
PNRC1,-0.0930391475391146,0.103408818247108,0.575282642739217
POLD4,-0.0473441752494717,-0.586926307407578,-0.352350843207592
POLR2J,0.0139892804888125,-0.100823800226038,-1.36256422044476
POLR2J3,-0.106997226733384,-0.959951526358102,-1.67337971128476
PPDPF,0.0046270275293778,-0.0478056882798706,-0.029115615310345
PPIA,0.019775480566986,-0.269459800610116,0.038725551036097
PPIB,0.062029561165976,-0.0652153552108567,-0.728736263944577
PPM1K,-0.0232748716657058,-1.11432725150965,-1.67043793997465
PPP1R15A,-0.0679713356622175,0.240548207996144,0.180697188503895
PRDX1,-0.156176130402822,-0.585381401876592,-0.289791617438024
PRF1,-1.97473902716685,-0.76124897712885,-0.83358864049542
PRR13,0.010717993997016,-0.264260629803315,-0.93478377073815
PRRC2C,-0.0666391891333803,0.107622030158392,-0.0649429096229726
PSAP,-0.317953660708801,0.281496073238676,0.0112452932460956
PSMA1,0.0248927826774307,-0.093904136246973,-1.05626539327839
PSMA2,0.019990978320816,-0.169020831406539,-2.74909159787763
PSMA4,-0.0065936596153382,-0.7791554776691,-1.21568006724584
PSMA5,-0.0741564975707415,-0.0759156413877653,-0.850814409891376
PSMB10,-0.102875914285704,-0.0536518694384202,-1.07425232898989
PSMB3,-0.0260084429967273,-0.363742460789484,-0.792596904907683
PSMB8,-0.116702132085855,-0.580794798870843,-1.3325545145714
PSMB9,-0.100654232169559,-1.25235478206704,-1.74773044208365
PSME1,-0.018349619278267,-0.230405269836264,-0.872175277347325
PSME2,-0.0990159967164872,-0.932138531378016,-1.60563439784555
PTGER2,-1.15059521445064,-1.21099398629791,0.227158129516591
PTMA,-0.030044509203299,-0.175313567989778,-0.419755353576157
PTP4A2,-0.0833796286952592,-0.242671798806106,-0.747076130370434
PTPN6,-0.0321643469011454,-0.463829315441618,-1.32570776590856
PYCARD,-0.365738614137316,0.058620006965741,-0.0525213058771836
RAB11FIP1,-0.154247349917265,-0.802192058652988,0.341774168419317
RAB31,-0.791682572875129,0.536805421988016,0.864068546274023
RAB5C,0.0439751732623963,0.158093982743301,-1.5607666549024
RABGAP1L,-0.00400148618666422,-0.340356796498611,-0.852842321969597
RAC2,-0.167596849756887,-0.636506350292123,-0.824076962203208
RAN,-0.0638636382164695,-0.383257694637275,-0.033756047149749
RARA,-0.235140099326276,0.107688103964398,1.35790504894695
RASSF2,1.74943717109503,-0.979266802249506,1.40653315062671
RBM4,-0.209709091493101,0.65045453371754,-1.5397863786956
RBX1,0.101709579219722,-0.525191492364602,-0.932862182813132
RCSD1,-0.230478794570768,-0.774811080702893,-1.23065645366153
REL,0.0461484212534347,0.535175489217171,1.69622184248032
RETN,0.34501097208067,2.05341073868663,-1.8861462668348
RGCC,-0.352410223993465,0.070756046393599,2.74590804332499
RHOC,-0.13436737215906,0.766738595284786,-1.1846304566297
RILPL2,-0.246781570943575,0.011565089255687,0.88619211728127
RNASE2,4.43458921965916,-1.19210207845555,-3.26988214879779
RNASEH2B,0.0158998744758698,-1.02290898978611,-1.05756786540595
RNF213,-0.229319156891164,-0.819402285271051,-1.95687978522194
RPL10,-0.101490434798035,-0.018527690535193,1.07630505900151
RPL10A,-0.126281120319971,0.0897491689590327,0.838398354384022
RPL11,-0.108405178786291,0.0339601972495868,0.561425614004885
RPL13,-0.11717834106056,-0.0298773187124258,0.881674000685246
RPL13A,0.005983196411751,-0.031588401775846,0.254229867986919
RPL14,-0.12919204313328,0.0467616795714608,0.554782997858025
RPL15,-0.0222165914714303,0.0857556444268837,0.731680077316528
RPL17,-0.0788664277136228,-0.330925639289721,-1.05412495434734
RPL18,-0.121290966977316,0.15856026959091,1.02702338085632
RPL18A,-0.0827512910614468,-0.0237677116281883,0.688177675089601
RPL19,-0.124001994184048,0.113944752960752,0.733947327027962
RPL21,0.0102026340711618,0.122120740694671,1.04894974993913
RPL22,-0.0896236997917175,0.0874992336186978,0.651821961229037
RPL23,0.0454877423136958,0.165932650921628,0.18304773707571
RPL23A,-0.103961592594679,-0.00138359125734061,0.865207694293818
RPL24,-0.0753723536743075,0.0658864428874618,0.564537826730223
RPL26,0.0298245821324135,0.169210747688645,-0.0371312810753513
RPL27,0.01832491207059,-0.0243995519419426,0.983809947797817
RPL27A,0.046346381260422,0.107907256136606,0.632477297727189
RPL28,-0.0815529480427238,-0.288845283230211,-0.125410233930022
RPL29,-0.0908572247030328,0.0277602318656258,0.520200433057415
RPL3,-0.205777750483972,0.0693303958751178,1.36390739342405
RPL30,-0.173246308606496,0.106891715205975,0.680508096825762
RPL31,0.0423205949712257,-0.0723124535769748,0.621507547501941
RPL32,-0.131532918443702,-0.04984293578188,0.614924251135323
RPL34,-0.0873565214345122,0.0289084770293948,0.707213265434766
RPL35,0.0249349048902123,-0.118717854248873,0.405365297571712
RPL35A,-0.110325773290808,0.00441853440684383,0.79901213685102
RPL36A,0.094139790082827,-0.263114158503724,-0.392028244431482
